,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
63,"REYNOLDS, MATTHEW",4121,32,26,73,60
64,"DOOGAR, RAJIB",639,10,9,10,9
65,"FEHR, RYAN",1180,12,11,12,11
66,"SEELIG, GEORG",3389,19,16,24,21
67,"ZETTLEMOYER, LUKE",5251,37,31,67,59
68,"SAID, ZAHR",84,5,5,3,3
69,"SMITH, NOAH",13123,57,46,158,142
70,"GOODCHILD, ANNE",892,16,12,21,15
71,"SMITH, JOSHUA",9815,52,42,113,107
72,"DURAN, BONNIE",6564,33,26,59,44
73,"ZHANG, ZAOZAO",NA,NA,NA,NA,NA
74,"ANDERSON, CHRISTOPHER",NA,NA,NA,NA,NA
75,"FOX, EMILY",2060,23,22,34,33
76,"OZKAN-SEELY, GULRU",51,3,3,2,2
77,"BALAZINSKA, MAGDALENA",10964,48,40,92,81
78,"HONIG, MEREDITH",NA,NA,NA,NA,NA
79,"REYNOLDS, SCOTT",NA,NA,NA,NA,NA
80,"FOGARTY, JAMES",4676,37,30,67,61
81,"THORNOCK, JAKE",NA,NA,NA,NA,NA
82,"EVANS-CAMPBELL, TERESA",1649,16,13,17,16
83,"FRITZEN, SCOTT",NA,NA,NA,NA,NA
84,"AISENBERG, EUGENE",NA,NA,NA,NA,NA
85,"OH, HYUNG",NA,NA,NA,NA,NA
86,"XU, XIAODONG",12229,47,41,79,76
87,"DUVVURI, SRI",NA,NA,NA,NA,NA
88,"HARDIN, LORNA",NA,NA,NA,NA,NA
89,"RICE, EDWARD",NA,NA,NA,NA,NA
90,"WILLS, DOUGLAS",NA,NA,NA,NA,NA
91,"GHATE, ARCHIS",427,12,10,14,12
92,"CAO, ZHIYAN",NA,NA,NA,NA,NA
93,"LENG, FEI",NA,NA,NA,NA,NA
94,"DAVALOS, SERGIO",NA,NA,NA,NA,NA
95,"TOWNSEND, MICHAEL",NA,NA,NA,NA,NA
96,"WITTEN, DANIELA",9201,32,31,52,49
97,"KIOKO, SHARON",NA,NA,NA,NA,NA
98,"TRAPIDO, DENIS",NA,NA,NA,NA,NA
99,"AROLA, DWAYNE",5666,42,35,115,94
