,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
953,"BIERDS, LINDA",NA,NA,NA,NA,NA
954,"MCLERRAN, LARRY",NA,NA,NA,NA,NA
955,"BUCK, WARREN",NA,NA,NA,NA,NA
956,"O'NEILL, KATHLEEN",NA,NA,NA,NA,NA
957,"DANBY, COLIN",244,9,5,9,1
958,"BUCK, STEVEN",828,16,7,26,5
959,"PARKS, MALCOLM",NA,NA,NA,NA,NA
960,"TERRY, CAROLE",NA,NA,NA,NA,NA
961,"DUCHIN, RAN",3206,15,15,18,17
962,"MARANVILLE, DEBORAH",NA,NA,NA,NA,NA
963,"MAYERFELD, JASON",NA,NA,NA,NA,NA
964,"SEARLE, LEROY",NA,NA,NA,NA,NA
965,"O'HARA, EDGAR",NA,NA,NA,NA,NA
966,"ABRAMS, ROBERT",NA,NA,NA,NA,NA
967,"STRICKLAND, CAROLYN",NA,NA,NA,NA,NA
968,"KENDALL, DIANE",NA,NA,NA,NA,NA
969,"KINAHAN, PAUL",NA,NA,NA,NA,NA
970,"SMOLL, FRANK",10322,49,31,111,63
971,"FINDLAY, JOHN",NA,NA,NA,NA,NA
972,"KAHN, PETER",7290,39,30,71,55
973,"BARTLETT, ANNE",NA,NA,NA,NA,NA
974,"ROBERTS, JEAN",NA,NA,NA,NA,NA
975,"LAVELY, WILLIAM",NA,NA,NA,NA,NA
976,"RAMAMURTHY, PRITI",NA,NA,NA,NA,NA
977,"SIMONSEN, LINDA",NA,NA,NA,NA,NA
978,"REICHARD, SARAH",NA,NA,NA,NA,NA
979,"SCHUBERT, MARK",NA,NA,NA,NA,NA
980,"MARTIN, MICHELLE",142,6,4,2,1
981,"SEIDLER, GERALD",2342,29,19,66,49
982,"GARRISON, LOUIS",NA,NA,NA,NA,NA
983,"HOFF, PETER",NA,NA,NA,NA,NA
984,"CLAUSEN, MEREDITH",NA,NA,NA,NA,NA
985,"EMLET, CHARLES",2784,24,19,45,32
986,"KERDEMAN, DEBORAH",NA,NA,NA,NA,NA
987,"BASSOK, MARIA",NA,NA,NA,NA,NA
988,"CHENG, KAREN",NA,NA,NA,NA,NA
989,"DEYOUNG, TERRI",NA,NA,NA,NA,NA
990,"MORRISON, STEVEN",1258,19,16,27,22
991,"KORF, GEOFFREY",NA,NA,NA,NA,NA
992,"BOZARTH, GEORGE",NA,NA,NA,NA,NA
993,"PAUWELS, HEIDI",NA,NA,NA,NA,NA
994,"HURLEY, DENZIL",NA,NA,NA,NA,NA
995,"CUMMINS, REBECCA",NA,NA,NA,NA,NA
996,"MASON, ROBERT",1391,19,12,35,20
997,"GALE, ANN",NA,NA,NA,NA,NA
998,"LOFTUS, GEOFFREY",12530,48,28,88,50
999,"BOSWORTH, DAVID",NA,NA,NA,NA,NA
