,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
675,"GROVER, HIMANSHU",1619,16,15,18,16
676,"PENDRAS, JEROME",NA,NA,NA,NA,NA
677,"YERENA, ANAID",34,2,2,1,1
678,"KOONTZ, TOMAS",3478,32,27,41,40
679,"LI, MIN",NA,NA,NA,NA,NA
680,"STONE, ANDREA",NA,NA,NA,NA,NA
681,"DANIELL, WILLIAM",NA,NA,NA,NA,NA
682,"KENWORTHY, NORA",82,6,6,4,3
683,"KNIGHT, JEFFREY",NA,NA,NA,NA,NA
684,"MADZIMA, THELMA",NA,NA,NA,NA,NA
685,"DUVALL, ALISON",964,10,9,10,9
686,"GORMAN-LEWIS, DREW",NA,NA,NA,NA,NA
687,"LEUNG, SIU-TANG",NA,NA,NA,NA,NA
688,"REPACHOLI, BETTY",3272,18,15,19,17
689,"BRUSH, LUCIEN",NA,NA,NA,NA,NA
690,"HABELL-PALLAN, MICHELLE",NA,NA,NA,NA,NA
691,"LLOBERA, MARCOS",1327,13,12,16,13
692,"OH, SOOJIN",NA,NA,NA,NA,NA
693,"SMIDCHENS, GUNTIS",NA,NA,NA,NA,NA
694,"WILLIAMS, NATHALIE",NA,NA,NA,NA,NA
695,"ZIRPEL, MARK",NA,NA,NA,NA,NA
696,"KIM, EUNJUNG",NA,NA,NA,NA,NA
697,"FRIEDMAN, KATHIE",NA,NA,NA,NA,NA
698,"LABITZKE, CURT",NA,NA,NA,NA,NA
699,"LINGO, STUART",NA,NA,NA,NA,NA
700,"MAGELSSEN, SCOTT",348,10,8,10,7
701,"FLAHERTY, BRIAN",2494,23,15,27,18
702,"NITTA, KEITH",NA,NA,NA,NA,NA
703,"PORTER, ELIZABETH",NA,NA,NA,NA,NA
704,"STREDWICK, KRISTINA",NA,NA,NA,NA,NA
705,"BURSTEIN, JESSICA",NA,NA,NA,NA,NA
706,"PAGE, STEPHEN",753,11,9,11,9
707,"RODRIGUEZ SILVA, ILEANA",NA,NA,NA,NA,NA
708,"WEST, CAROLYN",3098,24,20,34,28
709,"COMPSON, JANE",133,4,3,2,2
710,"YOCOM, KENNETH",NA,NA,NA,NA,NA
711,"KAYAOGLU, TURAN",317,8,7,6,4
712,"JOLLY, NATALIE",NA,NA,NA,NA,NA
713,"UGUR, ETGA",NA,NA,NA,NA,NA
714,"HARKINS, GILLIAN",NA,NA,NA,NA,NA
715,"KENNEDY, MAUREEN",517,14,12,17,15
716,"RUMPH, STEPHEN",NA,NA,NA,NA,NA
717,"SMITH, MAYA",13,2,2,0,0
718,"WEINBAUM, ALYS",NA,NA,NA,NA,NA
719,"BEAN, JENNIFER",NA,NA,NA,NA,NA
720,"MCKINLEY, NITA",3033,18,15,19,17
721,"GARDNER, BENJAMIN",NA,NA,NA,NA,NA
722,"GOLD, WARREN",NA,NA,NA,NA,NA
723,"BOSMA, MARTHA",NA,NA,NA,NA,NA
724,"KIELBOWICZ, RICHARD",NA,NA,NA,NA,NA
725,"LEE, JIN",1007,17,15,24,21
726,"JOHNSON, JULIE",NA,NA,NA,NA,NA
727,"SIMPSON, CAROLINE",NA,NA,NA,NA,NA
728,"WOLFF, HENDRIK",NA,NA,NA,NA,NA
729,"YBARRA, MEGAN",137,7,7,5,3
730,"FITZHUGH, J",NA,NA,NA,NA,NA
731,"CARDENAS, MICHA",NA,NA,NA,NA,NA
732,"BARAJAS, FILIBERTO",NA,NA,NA,NA,NA
733,"HAERLING, KATIE",NA,NA,NA,NA,NA
734,"THEBERGE, ASHLEIGH",1298,13,11,15,13
735,"ELMORE, SHAWN",NA,NA,NA,NA,NA
736,"AILION, MICHAEL",2406,22,19,27,23
737,"WELLER, CASS",NA,NA,NA,NA,NA
738,"JEGATHEESAN, BRINDA",NA,NA,NA,NA,NA
739,"BAIRD, KATIE",NA,NA,NA,NA,NA
740,"HAROLD, CHRISTINE",NA,NA,NA,NA,NA
741,"CORSER, ROBERT",NA,NA,NA,NA,NA
742,"HANNEMAN, MARY",NA,NA,NA,NA,NA
743,"SUNARDI, CHRISTINA",NA,NA,NA,NA,NA
744,"DE VERITCH WOODSIDE, VANES",NA,NA,NA,NA,NA
745,"ROSS, LUANA",NA,NA,NA,NA,NA
746,"KAISER, CHERYL",3624,29,24,40,37
747,"ALANIZ, JOSE",NA,NA,NA,NA,NA
748,"DUMITRIU, IOANA",1224,17,12,20,17
749,"GOLDBERG, MICHAEL",NA,NA,NA,NA,NA
750,"TWINAM, TATE",28,3,3,1,1
751,"WARREN, ADAM",NA,NA,NA,NA,NA
752,"INANICI, MEHLIKA",771,14,11,16,14
753,"MERCER, LEIGH",NA,NA,NA,NA,NA
754,"OLSON, CLARK",3626,29,13,48,20
755,"BOYDSTON, ANDREW",2855,29,24,42,39
756,"HERSHBERG, RACHEL",NA,NA,NA,NA,NA
757,"MOSCA, MATTHEW",93,4,4,3,2
758,"WASSINK, ALICIA",605,13,12,14,12
759,"HODGE, HUCK",NA,NA,NA,NA,NA
760,"HUNTINGTON, KATHARINE",1485,20,19,27,27
761,"LOPEZ, SANTIAGO",NA,NA,NA,NA,NA
762,"LICHTY, LAUREN",NA,NA,NA,NA,NA
763,"HANDEL, ZEV",140,6,5,3,1
764,"KULA, MICHAEL",NA,NA,NA,NA,NA
765,"MOHLER, RICHARD",NA,NA,NA,NA,NA
766,"SILVA, JANELLE",NA,NA,NA,NA,NA
767,"MASIELLO, DAVID",1913,18,17,24,22
768,"FEUERBORN, LAURA",NA,NA,NA,NA,NA
769,"HEVLY, BRUCE",NA,NA,NA,NA,NA
770,"EZEONWU, MABEL",NA,NA,NA,NA,NA
771,"KRABILL, RONALD",NA,NA,NA,NA,NA
772,"POWERS, MATTHEW",562,10,10,11,11
773,"ROCAP, GABRIELLE",5146,25,23,33,31
774,"HUBER, NICOLE",NA,NA,NA,NA,NA
775,"GILBERT, DONALD",NA,NA,NA,NA,NA
776,"HAMM, JOHN",NA,NA,NA,NA,NA
777,"PEVTSOVA, JULIA",NA,NA,NA,NA,NA
778,"MARSHALL, COLIN",65,4,4,3,3
779,"ALCAIDE RAMIREZ, DOLORES",NA,NA,NA,NA,NA
780,"GROENING, STEPHEN",NA,NA,NA,NA,NA
781,"ROBINSON, CABEIRI",NA,NA,NA,NA,NA
782,"AGUIRRE, JULIA",NA,NA,NA,NA,NA
783,"O'MARA, MARGARET",NA,NA,NA,NA,NA
784,"TAJIMA, EMIKO",NA,NA,NA,NA,NA
785,"FAIRHALL, ADRIENNE",3293,26,20,36,29
786,"DABACH, DAFNEY",147,8,7,7,6
787,"VU, CUONG",NA,NA,NA,NA,NA
788,"WYERS, GISELLE",NA,NA,NA,NA,NA
789,"BERGMANN, LUKE",243,9,9,9,8
790,"MACKENZIE, LOUISA",NA,NA,NA,NA,NA
791,"JOHNSON, BRIAN",375,9,4,9,3
792,"SHUGAR, DANIEL",458,12,11,13,12
793,"CALLAHAN, MARY",NA,NA,NA,NA,NA
794,"AHUVIA, MIKA",NA,NA,NA,NA,NA
795,"ASBURY, CHARLES",NA,NA,NA,NA,NA
796,"MCLOUD-MANN, JENNIFER",NA,NA,NA,NA,NA
797,"DOWLING, SARAH",NA,NA,NA,NA,NA
798,"NEMATI, KAMRAN",889,14,9,15,9
799,"BUFFALO, ELIZABETH",3424,26,20,31,26
800,"JACKSON, KARA",NA,NA,NA,NA,NA
801,"ANDERSON, ALEX",NA,NA,NA,NA,NA
802,"CASEY, ERIN",963,16,14,20,16
803,"GAMBOA, ERASMO",NA,NA,NA,NA,NA
804,"MCMAINS, JULIET",NA,NA,NA,NA,NA
805,"MILLER, DANICA",NA,NA,NA,NA,NA
806,"SBRAGIA, ALBERT",NA,NA,NA,NA,NA
807,"BILANIUK, LAADA",643,9,7,8,6
808,"GIEBEL, CHRISTOPH",NA,NA,NA,NA,NA
809,"SALAS, ELIZABETH",NA,NA,NA,NA,NA
810,"ARMS, JUDITH",NA,NA,NA,NA,NA
811,"JECK, DOUGLAS",NA,NA,NA,NA,NA
812,"MAYO-WILSON, CONOR",94,6,5,4,2
813,"NISHIME, LEILANI",NA,NA,NA,NA,NA
814,"WERK, JESSICA",NA,NA,NA,NA,NA
815,"SWAINE, MICHAEL",NA,NA,NA,NA,NA
816,"AHN, JI-HYUN",122,6,5,4,3
817,"PARRISH, JAY",NA,NA,NA,NA,NA
818,"BAKER, MARGARET",NA,NA,NA,NA,NA
819,"COUPE, JAMES",NA,NA,NA,NA,NA
820,"EVANS, BETSY",710,15,11,21,13
821,"LAPORTE, CHARLES",NA,NA,NA,NA,NA
822,"LEVANIOUK, OLGA",NA,NA,NA,NA,NA
823,"THOMPSON, JESSICA",1650,17,13,24,20
824,"TROUT, DEBORAH",NA,NA,NA,NA,NA
825,"HALL, CRYSTAL",1387,7,7,7,7
826,"TAYLOR, JESSE",NA,NA,NA,NA,NA
827,"WACKER, DOUGLAS",NA,NA,NA,NA,NA
828,"AHN, SANG-GYEUN",NA,NA,NA,NA,NA
829,"FERNANDEZ DOBAO, ANA",481,11,9,11,9
830,"MERLINO, KATHRYN",NA,NA,NA,NA,NA
831,"DINGLASAN-PANLILIO, MARY",NA,NA,NA,NA,NA
832,"SELKIN, PETER",NA,NA,NA,NA,NA
833,"WELLAND, SASHA",NA,NA,NA,NA,NA
834,"ABRAMSON, DANIEL",NA,NA,NA,NA,NA
835,"MAHADEVAN, SUDHIR",NA,NA,NA,NA,NA
836,"TRIPLETT, PIMONE",NA,NA,NA,NA,NA
837,"TURNOVSKY, GEOFFREY",NA,NA,NA,NA,NA
838,"WARREN, JONATHAN",NA,NA,NA,NA,NA
839,"MOBUS, GEORGE",NA,NA,NA,NA,NA
840,"CAMPBELL, ELENA",NA,NA,NA,NA,NA
841,"ATKINS, PAUL",33,3,3,2,0
842,"KUCHER, MICHAEL",NA,NA,NA,NA,NA
843,"LEE, HYOUNG",14,3,2,0,0
844,"WHITTINGTON, JANICE",NA,NA,NA,NA,NA
845,"BOERS, GEOFFREY",NA,NA,NA,NA,NA
846,"GERMANY, JASON",NA,NA,NA,NA,NA
847,"KAMEN, DEBORAH",NA,NA,NA,NA,NA
848,"RICKER, BRITTA",NA,NA,NA,NA,NA
849,"OCHOA CAMACHO, ARIANA",25,2,2,1,0
850,"THATCHER, JAMES",NA,NA,NA,NA,NA
851,"COON, DAVID",NA,NA,NA,NA,NA
852,"MAHMOOD, HAMZA",NA,NA,NA,NA,NA
853,"HAMPSON, SARAH",2,1,1,0,0
854,"HARPER, THOMAS",NA,NA,NA,NA,NA
855,"OHTA, AMY",3182,15,11,15,12
856,"HAUSER, LORENZ",4150,31,20,65,45
857,"WEST, JAMES",5460,33,19,74,33
858,"KIM, KENDRA",NA,NA,NA,NA,NA
859,"MOTHA, MARY",NA,NA,NA,NA,NA
860,"SHOJAIE, ALI",NA,NA,NA,NA,NA
861,"HENRY, BARBARA",NA,NA,NA,NA,NA
862,"JAMISON, AARON",NA,NA,NA,NA,NA
863,"KNUTH, RICHARD",NA,NA,NA,NA,NA
864,"PINEDO-TURNOVSKY, CAROLYN",NA,NA,NA,NA,NA
865,"BERNEY, RACHEL",99,4,4,3,3
866,"HAUTALA, SUSAN",1295,20,13,24,15
867,"SOCHA, DAVID",786,13,7,16,5
868,"CHALANA, MANISH",NA,NA,NA,NA,NA
869,"GOVINDRAJAN, RADHIKA",NA,NA,NA,NA,NA
870,"LITFIN, KAREN",2180,16,14,21,15
871,"ADAMS, LUTHER",NA,NA,NA,NA,NA
872,"ANDERSON, CHRISTIAN",NA,NA,NA,NA,NA
873,"BERGER, DANIEL",343,8,7,7,7
874,"CRANE, JOHANNA",613,9,8,9,7
875,"BUTWIN, JOSEPH",NA,NA,NA,NA,NA
876,"GROVES, JASON",NA,NA,NA,NA,NA
877,"HIRSCH, EDWARD",NA,NA,NA,NA,NA
879,"NAIDUS, BEVERLY",NA,NA,NA,NA,NA
880,"KHULLAR, SONAL",NA,NA,NA,NA,NA
881,"BERG, MARTIN",NA,NA,NA,NA,NA
882,"MEICHES, BENJAMIN",NA,NA,NA,NA,NA
883,"MANZO, LYNNE",NA,NA,NA,NA,NA
884,"WIGGINS, PAUL",3625,25,22,32,31
885,"CHO, HEEKYOUNG",NA,NA,NA,NA,NA
886,"FARWELL, NANCY",NA,NA,NA,NA,NA
887,"HEBARD, HEATHER",NA,NA,NA,NA,NA
888,"ROTTLE, NANCY",NA,NA,NA,NA,NA
889,"ROSE, EMMA",202,7,6,5,3
890,"TOPPER, KATHRYN",96,5,5,3,3
891,"DUBROW, JENNIFER",NA,NA,NA,NA,NA
892,"FOURIE, CARINA",NA,NA,NA,NA,NA
893,"BERLINER, LAUREN",NA,NA,NA,NA,NA
894,"BORSUK, AMARANTH",22,2,2,1,1
895,"COLLINS, CHARLES",NA,NA,NA,NA,NA
896,"PADILLA, AMPARO",NA,NA,NA,NA,NA
897,"TOFT, AMOSHAUN",NA,NA,NA,NA,NA
898,"BAE, CHRISTINE",NA,NA,NA,NA,NA
899,"MCNEEL, AMIE",NA,NA,NA,NA,NA
900,"MIYAMOTO, JOHN",NA,NA,NA,NA,NA
901,"NEFF, GINA",NA,NA,NA,NA,NA
902,"O'NEIL, MARY",NA,NA,NA,NA,NA
903,"GRANT, JENNA",NA,NA,NA,NA,NA
904,"SHOJAIE, ALI",NA,NA,NA,NA,NA
905,"BRUCH, ELIZABETH",NA,NA,NA,NA,NA
906,"DRPIC, IVAN",NA,NA,NA,NA,NA
907,"ROSE, ELAINA",2274,15,12,17,14
908,"JESTY, JUSTIN",NA,NA,NA,NA,NA
909,"WIRSING, AARON",4462,33,26,52,44
910,"ZAGHENI, EMILIO",729,13,13,17,17
911,"BET-SHLIMON, ARBELLA",21,3,3,1,0
912,"WIGGINS, ELLWOOD",NA,NA,NA,NA,NA
913,"MCGUIRE, WILLIAM",114,4,4,4,4
914,"CHU, JIUN-HAW",11419,46,38,77,71
915,"WANG, PING",NA,NA,NA,NA,NA
916,"MADFIS, ERIC",313,9,9,9,9
917,"BIERMANN, CHRISTINE",166,4,4,3,3
918,"SANDHU, PRITI",NA,NA,NA,NA,NA
919,"ARDUINI, BEATRICE",NA,NA,NA,NA,NA
920,"CRAM, SHANNON",NA,NA,NA,NA,NA
921,"CARTER, MICHELLE",NA,NA,NA,NA,NA
922,"PROKSCH, GUNDULA",NA,NA,NA,NA,NA
923,"MIHAYLOVA, STEFKA",NA,NA,NA,NA,NA
924,"SPRAGUE, TYLER",NA,NA,NA,NA,NA
925,"TOEWS, BARBARA",NA,NA,NA,NA,NA
926,"HILL, BENJAMIN",891,15,14,21,16
927,"ALAVI, SAMAD",NA,NA,NA,NA,NA
928,"GOLDEN, ELIZABETH",NA,NA,NA,NA,NA
929,"SHIELDS, JULIET",NA,NA,NA,NA,NA
930,"PITTMAN, LASHAWNDA",NA,NA,NA,NA,NA
931,"DI STEFANO, CHRISTINE",NA,NA,NA,NA,NA
932,"PARKER, SAMUEL",NA,NA,NA,NA,NA
933,"EATON, JULIA",NA,NA,NA,NA,NA
934,"ROUNTHWAITE, VANESSA",NA,NA,NA,NA,NA
935,"BOU AYASH, NANCY",NA,NA,NA,NA,NA
936,"CHAMBERLAIN, EDWARD",NA,NA,NA,NA,NA
937,"LALIC, GOJKO",1591,21,17,29,21
938,"LEVIN-RICHARDSON, SARAH",NA,NA,NA,NA,NA
939,"LEWIS, JORDAN",NA,NA,NA,NA,NA
940,"DOTY, SHARON",NA,NA,NA,NA,NA
941,"HAN, FANG",1547,16,14,19,19
942,"GUNN, OLIVIA",NA,NA,NA,NA,NA
943,"WALKER, INGRID",28,2,2,1,1
944,"BESSNER, DANIEL",NA,NA,NA,NA,NA
945,"HARRIS, MARIAN",NA,NA,NA,NA,NA
946,"ONG, SHAO-EN",18034,37,31,45,41
947,"MCCORMICK, BRUCE",NA,NA,NA,NA,NA
948,"SELOVER, STEPHANIE",3,1,1,0,0
949,"WOODROW, KIM",NA,NA,NA,NA,NA
950,"FROGNER, BIANCA",1163,14,11,15,13
951,"HINTZ, ALLISON",NA,NA,NA,NA,NA
952,"HUPPERT, ANN",NA,NA,NA,NA,NA
953,"MATTHEWS, KRISTINE",NA,NA,NA,NA,NA
954,"ZWEIFEL, LARRY",2762,22,22,28,28
955,"PHILLIPS, PAUL",9464,50,42,73,70
956,"SETO, EDMUND",NA,NA,NA,NA,NA
957,"CARLSON, JOSHUA",NA,NA,NA,NA,NA
958,"ARNOLD, JEFFREY",NA,NA,NA,NA,NA
959,"OSWAL, SUSHIL",NA,NA,NA,NA,NA
960,"LUTZ, BARRY",NA,NA,NA,NA,NA
961,"HIEBERT, THEODOR",NA,NA,NA,NA,NA
962,"MILUTIS, JOSEPH",NA,NA,NA,NA,NA
963,"ONG, SHAO-EN",18034,37,31,45,41
964,"WOODROW, KIM",NA,NA,NA,NA,NA
965,"CRIDER, JULIET",604,10,9,10,8
966,"KOHLER, PAMELA",NA,NA,NA,NA,NA
967,"NAAR, DEVIN",NA,NA,NA,NA,NA
968,"BASU ROY, SENJUTI",NA,NA,NA,NA,NA
969,"ZWEIFEL, LARRY",2762,22,22,28,28
970,"COHAN, PETER",NA,NA,NA,NA,NA
971,"DELCOURT, DENYSE",NA,NA,NA,NA,NA
972,"HEERWAGEN, DEAN",NA,NA,NA,NA,NA
973,"BLOCK, RICHARD",NA,NA,NA,NA,NA
974,"NAM, HWASOOK",NA,NA,NA,NA,NA
975,"BAIR, WYETH",NA,NA,NA,NA,NA
976,"BITTER, CHRISTOPHER",NA,NA,NA,NA,NA
977,"GARNER, MICHELLE",2114,9,7,8,7
978,"HOLLMANN, ALEXANDER",NA,NA,NA,NA,NA
979,"RATLIFF, LILLIAN",NA,NA,NA,NA,NA
980,"SMITH, JASON",1091,17,14,19,16
981,"CARGILL, KIMA",76,4,3,3,2
982,"SPENCER, BENJAMIN",NA,NA,NA,NA,NA
