,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
1078,"CHAN, LINGTAK-NEANDER",NA,NA,NA,NA,NA
1079,"BUENDIA, EDWARD",NA,NA,NA,NA,NA
1080,"COLLIER, THOMAS",NA,NA,NA,NA,NA
1081,"SULLIVAN, SEAN",NA,NA,NA,NA,NA
1082,"SHEA-BROWN, ERIC",4070,27,22,47,41
1083,"GOLDSMITH, LAYNE",NA,NA,NA,NA,NA
1084,"PARKER, CHRISTOPHER",NA,NA,NA,NA,NA
1085,"SIVADAS, EUGENE",4213,19,16,24,22
1086,"LEE, JAMES",22788,42,29,803,195
1087,"BOND, TIMOTHY",NA,NA,NA,NA,NA
1088,"KOHNO, TADAYOSHI",12692,55,45,112,99
1089,"MIGDAL, JOEL",NA,NA,NA,NA,NA
1090,"KRUG, ANITA",NA,NA,NA,NA,NA
1091,"KRISHNAMURTHY, ARVIND",NA,NA,NA,NA,NA
1092,"KINYOUN, JAMES",NA,NA,NA,NA,NA
1093,"KOLKO, BETH",NA,NA,NA,NA,NA
1094,"HUBER, VANDRA",NA,NA,NA,NA,NA
1095,"SUBRAMANIAN, VENKAT",2899,28,23,53,40
1096,"REYNOLDS, SCOTT",NA,NA,NA,NA,NA
1097,"HARRIS, ALEXES",NA,NA,NA,NA,NA
1098,"COLE, CATHERINE",514,10,7,10,5
1099,"CHAN, KENYON",NA,NA,NA,NA,NA
