,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
1170,"BAKER, DAVID",68829,139,91,509,428
1171,"ZHENG, NING",NA,NA,NA,NA,NA
1172,"ABRASS, ITAMAR",NA,NA,NA,NA,NA
1173,"ALLEN, CHADWICK",NA,NA,NA,NA,NA
1174,"ALLSTOT, DAVID",NA,NA,NA,NA,NA
1175,"ANTONY, JAMES",NA,NA,NA,NA,NA
1176,"ARMSTRONG, DAVID",NA,NA,NA,NA,NA
1177,"AUSTIN, MELISSA",NA,NA,NA,NA,NA
1178,"BALICK, BRUCE",NA,NA,NA,NA,NA
1179,"BANKS, JOHN",NA,NA,NA,NA,NA
1180,"BARE, B",NA,NA,NA,NA,NA
1181,"BARRACK, CHARLES",NA,NA,NA,NA,NA
1182,"BARRETO, MATTHEW",NA,NA,NA,NA,NA
1183,"BARZEL, YORAM",9582,32,18,52,24
1184,"BARZILAI, GAD",2554,22,14,39,21
1185,"BASSOK, MIRIAM",7373,28,21,35,28
1186,"BEAUFORT, ANNE",NA,NA,NA,NA,NA
1187,"BENEDETTI, THOMAS",NA,NA,NA,NA,NA
1188,"BERGER, PAUL",NA,NA,NA,NA,NA
1189,"BERTSCH, GEORGE",29298,80,34,267,99
1190,"BLAU, HERBERT",NA,NA,NA,NA,NA
1191,"BOND, ELEANOR",NA,NA,NA,NA,NA
1192,"BONJOUR, LAURENCE",NA,NA,NA,NA,NA
1193,"BORDIA, RAJENDRA",NA,NA,NA,NA,NA
1194,"BORRIELLO, GAETANO",23455,69,36,192,104
1195,"BOWEN, ROBERT",NA,NA,NA,NA,NA
1196,"BRADLEY, GORDON",NA,NA,NA,NA,NA
1197,"BRANDT, PATRICIA",NA,NA,NA,NA,NA
1198,"BRANSFORD, JOHN",NA,NA,NA,NA,NA
1199,"BROWN, JANE",NA,NA,NA,NA,NA
