,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
836,"HOFFMAN, LISA",643,11,9,12,8
837,"MCCABE, ROBIN",NA,NA,NA,NA,NA
838,"CARLSON, STEVEN",NA,NA,NA,NA,NA
839,"WATTS, LINDA",NA,NA,NA,NA,NA
840,"KOHLENBERG, ROBERT",NA,NA,NA,NA,NA
841,"PEKKANEN, ROBERT",NA,NA,NA,NA,NA
842,"WAKIMOTO, BARBARA",NA,NA,NA,NA,NA
843,"VAN GALEN, JANE",NA,NA,NA,NA,NA
844,"RORABAUGH, WILLIAM",NA,NA,NA,NA,NA
845,"BILLEY, SARA",1679,17,13,27,19
846,"SERVETNICK, MARC",NA,NA,NA,NA,NA
847,"COWAN, DARREL",4358,33,15,48,20
848,"JARRETT, MONICA",NA,NA,NA,NA,NA
849,"MILLER, MARC",NA,NA,NA,NA,NA
850,"AMES, ERIC",NA,NA,NA,NA,NA
851,"COWLEY, DEBORAH",NA,NA,NA,NA,NA
852,"ANDREWS, THOMAS",NA,NA,NA,NA,NA
853,"HEUVING, JEANNE",NA,NA,NA,NA,NA
854,"KOVACS, JULIA",NA,NA,NA,NA,NA
855,"HINDS, STEPHEN",NA,NA,NA,NA,NA
856,"DIMENT, GALYA",NA,NA,NA,NA,NA
857,"ROHRMANN, CHARLES",NA,NA,NA,NA,NA
858,"UNDERWOOD, DOUGLAS",NA,NA,NA,NA,NA
859,"WRIGHT, RICHARD",2187,20,15,32,21
860,"RYAN, CLARE",2393,11,11,13,11
861,"ZOELLNER, LORI",5309,38,33,77,66
862,"STYGALL, GAIL",NA,NA,NA,NA,NA
863,"COX, COLLETT",NA,NA,NA,NA,NA
864,"STENKAMP, RONALD",NA,NA,NA,NA,NA
865,"BOWDEN, DOUGLAS",NA,NA,NA,NA,NA
866,"GOWING, ALAIN",NA,NA,NA,NA,NA
867,"ROE, GERARD",NA,NA,NA,NA,NA
868,"SHODA, YUICHI",21168,47,33,71,57
869,"BEHLMER, GEORGE",NA,NA,NA,NA,NA
870,"KINDER, DIANE",NA,NA,NA,NA,NA
871,"SORENSEN, LARRY",NA,NA,NA,NA,NA
872,"OCHSNER, JEFFREY",302,6,5,5,3
873,"RITCEY, JAMES",5109,33,18,73,29
874,"HAWLEY, SUZANNE",NA,NA,NA,NA,NA
875,"NESTINGEN, ANDREW",NA,NA,NA,NA,NA
876,"ALLISON, EDWARD",7815,42,37,103,71
877,"QUINN, JENNIFER",778,13,7,14,6
878,"DURAND, JOEL-FRANCOIS",NA,NA,NA,NA,NA
879,"REMLEY, PAUL",NA,NA,NA,NA,NA
880,"JECKER, NANCY",NA,NA,NA,NA,NA
881,"NOEGEL, SCOTT",NA,NA,NA,NA,NA
882,"SILBERSTEIN, SANDRA",NA,NA,NA,NA,NA
883,"WILSON, DENISE",NA,NA,NA,NA,NA
884,"VAN VOLKENBURGH, ELIZABETH",NA,NA,NA,NA,NA
885,"STAMATOYANNOPOULOS, JOHN",NA,NA,NA,NA,NA
886,"SCHOLL, HANS",4360,32,24,68,48
887,"LAPE, PETER",390,11,10,11,10
888,"MANUSOV, VALERIE",NA,NA,NA,NA,NA
889,"SCHEPP, KAREN",NA,NA,NA,NA,NA
890,"BEADIE, NANCY",NA,NA,NA,NA,NA
891,"SCHWARTZ, PEPPER",NA,NA,NA,NA,NA
892,"KURASHIGE, SCOTT",NA,NA,NA,NA,NA
893,"BAJJALIEH, SANDRA",4447,28,20,38,31
894,"BLONDELL, RUBY",NA,NA,NA,NA,NA
895,"HONEY, MICHAEL",NA,NA,NA,NA,NA
896,"ROBINSON, FARREL",NA,NA,NA,NA,NA
897,"BAWARSHI, ANIS",NA,NA,NA,NA,NA
898,"MODIANO, RAIMONDA",NA,NA,NA,NA,NA
899,"WINTERBOTTOM, DANIEL",NA,NA,NA,NA,NA
