Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"CHI, CHRISTINA",3930,22,19,23,23
"HAINES, JILLIAN",NA,NA,NA,NA,NA
"SLOVAK, JENNIFER",NA,NA,NA,NA,NA
"BROWN, R",NA,NA,NA,NA,NA
"KE, KE",483,6,6,6,4
"CHRISTEN, KIMBERLY",NA,NA,NA,NA,NA
"CHEN, KUEN-REN",NA,NA,NA,NA,NA
"EGBERT, JOY",NA,NA,NA,NA,NA
"KARATSOREOS, ILIA",3662,31,29,44,43
"SRIVASTAVA, ANURAG",2761,28,22,68,51
"CARABEO, REY",1714,17,15,18,16
"MOORE, PATRICK",NA,NA,NA,NA,NA
"MORGAN, MARJORIE",NA,NA,NA,NA,NA
"SZENTIRMAI, EVA",1045,15,13,19,15
"BARRY, TAMMY",2524,21,17,25,21
"SHERVAIS, STEPHEN",NA,NA,NA,NA,NA
"WANG, LEI",NA,NA,NA,NA,NA
"BAKER, TIMOTHY",NA,NA,NA,NA,NA
"CROWDER, DAVID",2569,24,19,41,32
"LEWIS, ROBERT",632,10,6,10,4
"BANKHEAD, TROY",NA,NA,NA,NA,NA
"MILLER, JOHN",NA,NA,NA,NA,NA
"KAPAS, LEVENTE",3174,35,12,55,18
"DHINGRA, AMIT",3816,23,19,38,33
"CHOWDHURY, INDRANIL",1005,16,16,16,16
"INGLIS, DEBRA",NA,NA,NA,NA,NA
"NELSON, LONNIE",689,12,11,13,12
"KLYVE, DOMINIC",175,8,7,5,2
"ASAKI, THOMAS",NA,NA,NA,NA,NA
"JOBSON, B",3171,31,22,45,36
"PETERSON, JEFFERY",270,9,8,9,8
"PETRIE, JOHN",189,6,6,4,3
"EVANS, RAYMOND",NA,NA,NA,NA,NA
"ROSS, CAROLYN",1967,26,22,48,44
"DAVENPORT, JOAN",NA,NA,NA,NA,NA
"CLOWERS, BRIAN",2873,27,22,40,36
"OMSLAND, ANDERS",NA,NA,NA,NA,NA
"RIDOUT, TRAVIS",1710,21,18,29,28
"COLLINS, GARY",1148,19,7,41,3
"HACKENBERGER, STEVEN",NA,NA,NA,NA,NA
"BISHOP, JOHN",3169,21,13,26,19
"JOO, SEONG-JONG",NA,NA,NA,NA,NA
"KARACOLAK, TUTKU",NA,NA,NA,NA,NA
"SIVAKUMAR, KRISHNAMOORTHY",2777,24,12,40,16
"BELZER, BENJAMIN",NA,NA,NA,NA,NA
"BRAUNSTEIN, LORI",NA,NA,NA,NA,NA
"MONOSKY, KEITH",NA,NA,NA,NA,NA
"WASSELL, CHARLES",NA,NA,NA,NA,NA
"PRICE, PAULA",180,6,5,6,4
"SIPIC, TONI",NA,NA,NA,NA,NA
"VARNUM, MICHAEL",NA,NA,NA,NA,NA
"WANG, DAVID",NA,NA,NA,NA,NA
"ERNST-SLAVIT, G",NA,NA,NA,NA,NA
"LEWIS, KAREN",NA,NA,NA,NA,NA
"PORTOLESE, LAURA",NA,NA,NA,NA,NA
"ARMSTRONG, LIAHNA",NA,NA,NA,NA,NA
"GRUEN, JASON",NA,NA,NA,NA,NA
"BROSEMER, RONALD",NA,NA,NA,NA,NA
"BAILEY, RACHEL",219,7,7,4,4
"CUMMINGS, BOBBY",NA,NA,NA,NA,NA
"ZINKE, ROBERT",NA,NA,NA,NA,NA
"CARTER, PATRICK",NA,NA,NA,NA,NA
"SZELIGA, WALTER",974,13,12,18,14
"BHUTA, PRAKASH",NA,NA,NA,NA,NA
"FITZGERALD, CYNTHIA",NA,NA,NA,NA,NA
"GOMULKIEWICZ, RICHARD",6049,35,27,54,44
"PIGEON, NANCY",NA,NA,NA,NA,NA
"ENGDAHL, NICHOLAS",NA,NA,NA,NA,NA
"LUBINSKI, PATRICK",359,9,8,8,6
"OLIVERO, J",NA,NA,NA,NA,NA
"TOMSOVIC, STEVEN",4106,30,14,55,24
"BLACK, A",NA,NA,NA,NA,NA
"GAOLACH, BRADLEY",467,6,5,4,3
"O'CONNELL, MARGARET",NA,NA,NA,NA,NA
"SHIPLEY, LISA",NA,NA,NA,NA,NA
"SHAH, DEVENDRA",1212,19,16,28,24
"BAKER, DANA",NA,NA,NA,NA,NA
"BROWN, REBECCA",NA,NA,NA,NA,NA
"MORRISON, JUDITH",NA,NA,NA,NA,NA
"ALVIN, BARBARA",NA,NA,NA,NA,NA
"HANSEN, CHRISTIAN",NA,NA,NA,NA,NA
"PETERS, JAMES",NA,NA,NA,NA,NA
"BARBOSA-LEIKER, CELESTINA",NA,NA,NA,NA,NA
"BARRY, CHRISTOPHER",4626,25,25,34,34
"ROBERTS, STEVEN",NA,NA,NA,NA,NA
"CHOUINARD, HAYLEY",NA,NA,NA,NA,NA
"PICHARDO, NELSON",NA,NA,NA,NA,NA
"KERR, SUSAN",NA,NA,NA,NA,NA
"PORTER, STEPHANIE",442,11,10,12,10
"BOHRSON, WENDY",NA,NA,NA,NA,NA
"MADLEM, MELODY",NA,NA,NA,NA,NA
"KARIER, THOMAS",NA,NA,NA,NA,NA
"MILES, CAROL",NA,NA,NA,NA,NA
"JERATH, KSHITIJ",63,4,4,2,1
"WANG, FEN",NA,NA,NA,NA,NA
"CONNOLE, HEIDI",NA,NA,NA,NA,NA
"DJATEJ, ARSEN",NA,NA,NA,NA,NA
"NELSON, TAMARA",1165,15,13,17,14
"PRESTON, JOHN",NA,NA,NA,NA,NA
"STOHR, MARY",1404,18,11,27,16
"CASSEY, ANDREW",NA,NA,NA,NA,NA
"WANG, ZHENJIA",NA,NA,NA,NA,NA
"GALINATO, GREGMAR",NA,NA,NA,NA,NA
"MO, CHANGKI",618,12,11,16,12
"TAN, HUA",518,13,11,16,12
"HILDENBRAND, KASEE",NA,NA,NA,NA,NA
"MORGAN, MICHAEL",3995,36,19,78,46
"MUNCH-ROTOLO, THOMAS",NA,NA,NA,NA,NA
"SHELDEN, ERIC",NA,NA,NA,NA,NA
"LIMPAPHAYOM, WANTHANEE",NA,NA,NA,NA,NA
"WHERLAND, SCOT",NA,NA,NA,NA,NA
"YAN, JIA",1494,13,12,14,13
"YOON, BANG-SOON",NA,NA,NA,NA,NA
"LIU, JIN",652,14,13,17,14
"OURSLAND, MARK",NA,NA,NA,NA,NA
"WAYMAN, GARY",6989,38,26,51,43
"GRINDER, BRIAN",NA,NA,NA,NA,NA
"LONG, SEAN",903,15,15,20,19
"POTTER, NANCY",614,12,10,14,11
"SAUNDERS, STEVEN",221,9,8,7,7
"FREMIER, ALEXANDER",972,17,15,24,21
"PLUGGE, PHILIP",NA,NA,NA,NA,NA
"MUTSCHLER, CHARLES",NA,NA,NA,NA,NA
"VADYVALOO, VIVEKA",NA,NA,NA,NA,NA
"CLAAR, CHESTER",NA,NA,NA,NA,NA
"FINNIE, SCOTT",NA,NA,NA,NA,NA
"VILLARINO, NICOLAS",NA,NA,NA,NA,NA
"BERTELSON, CATHERINE",NA,NA,NA,NA,NA
"LEE, RAYMOND",NA,NA,NA,NA,NA
"GOZEN, BULENT",327,8,8,8,8
"SMART, DENISE",NA,NA,NA,NA,NA
"CHASTAGNER, GARY",NA,NA,NA,NA,NA
"GRIGAR, RUDYNE",NA,NA,NA,NA,NA
"JANDHYALA, VENKATA",NA,NA,NA,NA,NA
"LOFGREN, ERIC",987,12,11,12,11
"GERSH, MERYL",NA,NA,NA,NA,NA
"LAPIER, TANYA",NA,NA,NA,NA,NA
"SRIKUMARAN, SUBRAMANIAM",NA,NA,NA,NA,NA
"WALKER, BRENDAN",1527,20,16,27,22
"WATERS, TIMOTHY",NA,NA,NA,NA,NA
"SCHWARTZ, JENNIFER",1038,14,14,16,14
"ZHANG, ZHIWU",7680,26,22,49,46
"GABRIEL, KARA",NA,NA,NA,NA,NA
"DANG, ZHE",993,17,10,33,12
"MERCIER, LAURIE",NA,NA,NA,NA,NA
"ANDONIE, RAZVAN",541,13,7,18,5
"WOLFF, JOHN",3871,40,23,79,58
"HINDMAN, DOUGLAS",870,13,10,13,11
"HAMILTON, ZACHARY",NA,NA,NA,NA,NA
"WALKER, SHARRYN",NA,NA,NA,NA,NA
"PRIEUR, DAVID",NA,NA,NA,NA,NA
"ZHOU, DUANNING",NA,NA,NA,NA,NA
"COONEY, VANCE",NA,NA,NA,NA,NA
"VILA, BRYAN",2086,25,20,43,28
"COX, ANNE",NA,NA,NA,NA,NA
"PEIXOTO, LUCIA",638,11,11,11,11
"SONG, MIN",2433,14,13,16,16
"LI, HAIJUN",1783,24,17,41,23
"PURATH, JANET",NA,NA,NA,NA,NA
"DARDA, DAVID",NA,NA,NA,NA,NA
"LAKATOS, STEPHEN",NA,NA,NA,NA,NA
"MANSON, JAMIE",NA,NA,NA,NA,NA
"COOPER, SANDRA",NA,NA,NA,NA,NA
"FELLMAN, JOHN",NA,NA,NA,NA,NA
"TAKEI, HIDEKI",NA,NA,NA,NA,NA
"ATKINSON, MARYANNE",NA,NA,NA,NA,NA
"JACKSON, NICK",NA,NA,NA,NA,NA
"VIEBROCK, MARGARET",NA,NA,NA,NA,NA
"WINKLE, SALLY",NA,NA,NA,NA,NA
"HOUSER, BRIAN",NA,NA,NA,NA,NA
"RUOTSALAINEN, ROBERT",NA,NA,NA,NA,NA
"SEN, ACHIN",NA,NA,NA,NA,NA
"ISLAM-ZWART, KAYLEEN",NA,NA,NA,NA,NA
"RODRIGUEZ-MAREK, ESTEBAN",NA,NA,NA,NA,NA
"HAWK, SUSAN",NA,NA,NA,NA,NA
"EKLUND, ANDREA",NA,NA,NA,NA,NA
"SCHWAB, SUZANNE",NA,NA,NA,NA,NA
"SHAN, BIN",1635,21,18,41,36
"SMITH, SUZANNE",NA,NA,NA,NA,NA
"TRUMPY, ROBERT",NA,NA,NA,NA,NA
"MEGAARD, SUSAN",NA,NA,NA,NA,NA
"XUN, LUYING",NA,NA,NA,NA,NA
"HUERTA, AUDREY",713,14,12,18,15
"SUN, JINGRU",NA,NA,NA,NA,NA
"D'ACQUISTO, LEONARDO",NA,NA,NA,NA,NA
"HOOVER, AMY",52,4,2,1,1
"LI, WEIMIN",NA,NA,NA,NA,NA
"JAMES, E",NA,NA,NA,NA,NA
"HUMMEL, RITA",NA,NA,NA,NA,NA
"MCRAE, ROBIN",NA,NA,NA,NA,NA
"COELHO, ALAN",NA,NA,NA,NA,NA
"ROALSON, ERIC",2881,32,23,65,50
"DEMISSIE, YONAS",NA,NA,NA,NA,NA
"BLUME, ARTHUR",3104,28,18,45,29
"HARBAUGH, JOHN",NA,NA,NA,NA,NA
"MATHIAS, KIRK",NA,NA,NA,NA,NA
"DOUTRICH, DAWN",NA,NA,NA,NA,NA
"HOGAN, GERARD",NA,NA,NA,NA,NA
"LEE, JEFF",NA,NA,NA,NA,NA
"MCMAHON, JEFFREY",3571,25,24,30,28
"MURPHY, SEAN",NA,NA,NA,NA,NA
"DONDJI, BLAISE",NA,NA,NA,NA,NA
"GADDAMEEDHI, SHOBHAN",551,13,11,13,11
"LUTZE, FAITH",775,16,11,19,12
"PATTEN, KIM",NA,NA,NA,NA,NA
"ROJE, SANJA",3434,19,14,25,22
"SANKARAN, SINDHUJA",1721,19,17,24,24
"WATTS, JENNIFER",4480,27,24,33,33
"WIELGUS, ROBERT",NA,NA,NA,NA,NA
"STAFFORD, JEFFREY",NA,NA,NA,NA,NA
"YIN, HONG-MING",2341,25,14,61,27
"PASCAL, VINCENT",NA,NA,NA,NA,NA
"MOULTON, CURTIS",NA,NA,NA,NA,NA
"WEN, HAIFANG",NA,NA,NA,NA,NA
"BURNHAM, TIM",NA,NA,NA,NA,NA
"DIAZ, ANTHONY",NA,NA,NA,NA,NA
"JOHNSON, MONICA",7353,37,30,51,42
"MCMULLIN-MESSIER, PAMELA",15,2,0,1,0
"NDEGWA, PIUS",2821,25,18,43,27
"TERPSTRA, DAVID",4058,26,14,41,22
"COOPER, BRITTANY-LEIGH",NA,NA,NA,NA,NA
"JOHNSON, ERIC",1107,9,8,9,8
"PINKART, HOLLY",NA,NA,NA,NA,NA
"BURNS, G",4054,34,21,78,47
"KOVALERCHUK, BORIS",NA,NA,NA,NA,NA
"PIOVIA-SCOTT, JONAH",597,12,12,16,15
"VANDAM, MARK",193,7,7,5,5
"BANASIK, JACQUELYN",NA,NA,NA,NA,NA
"BRODY, DAVID",NA,NA,NA,NA,NA
"MABRY, LINDA",NA,NA,NA,NA,NA
"BOYD, BRENDA",NA,NA,NA,NA,NA
"SPYBROOK, JANET",NA,NA,NA,NA,NA
"PICKETT, JOHN",NA,NA,NA,NA,NA
"STIMSON, WILLIAM",NA,NA,NA,NA,NA
"GOODMAN, ALAN",1120,13,12,14,12
"GU, YI",NA,NA,NA,NA,NA
"MEMON, MUSHTAQ",NA,NA,NA,NA,NA
"THOMSON, JENNIFER",605,10,7,10,5
"HOOVER, TRACEY",NA,NA,NA,NA,NA
"WARD, PAUL",NA,NA,NA,NA,NA
"KELLER, SARAH",NA,NA,NA,NA,NA
"KRAUSE, JACLYN",41,4,4,1,1
"SCHREYER, LYNN",1429,21,13,27,18
"STEINER, HENRY-YORK",NA,NA,NA,NA,NA
"TAYLOR, CAROL",NA,NA,NA,NA,NA
"SHIER, DAVID",NA,NA,NA,NA,NA
"DAVIS, ANDRA",NA,NA,NA,NA,NA
"BARLOW, KATHLEEN",NA,NA,NA,NA,NA
"KOH, MIN-SUNG",NA,NA,NA,NA,NA
"LANIGAN, JANE",NA,NA,NA,NA,NA
"STODDARD, CODY",NA,NA,NA,NA,NA
"WILLIAMS, WILLIAM",NA,NA,NA,NA,NA
"JOHNSTON, WILLIAM",NA,NA,NA,NA,NA
"MARTIN, THERESA",NA,NA,NA,NA,NA
"NEMETZ-MILLS, PATRICIA",NA,NA,NA,NA,NA
"PARKER, LOUISE",NA,NA,NA,NA,NA
"TIPTON, ELIZABETH",NA,NA,NA,NA,NA
"WORTHEY, GUY",NA,NA,NA,NA,NA
"EL-ALAYLI, AMANI",348,8,7,8,6
"WHELAN, MICHAEL",NA,NA,NA,NA,NA
"HARBERTSON, JAMES",2242,24,21,32,28
"BETZ, DREW",NA,NA,NA,NA,NA
"KHAPALOV, ALEXANDER",1579,23,14,41,31
"SIEGEL, CAROL",NA,NA,NA,NA,NA
"MOYER, MICHELLE",118,6,5,2,2
"POTTER, KATHLEEN",NA,NA,NA,NA,NA
"EVANS, MARC",NA,NA,NA,NA,NA
"GOUCHER, CANDICE",NA,NA,NA,NA,NA
"KNOWLES, DONALD",NA,NA,NA,NA,NA
"RHOADES, KIMBERLY",NA,NA,NA,NA,NA
"WRIGHT, SUE",NA,NA,NA,NA,NA
"ANTON, DANIEL",NA,NA,NA,NA,NA
"IRWIN, JASON",NA,NA,NA,NA,NA
"EHRLINGER, JOYCE",2531,16,14,18,17
"WISE, MARY",NA,NA,NA,NA,NA
"CALLAGHAN, PATRICIA",NA,NA,NA,NA,NA
"SWINEFORD, LAUREN",225,5,5,4,4
"SMERTENKO, ANDRII",NA,NA,NA,NA,NA
"BLACK, CHRISTINE",NA,NA,NA,NA,NA
"TAN, LI",NA,NA,NA,NA,NA
"OLSEN, ROBERT",NA,NA,NA,NA,NA
"SEVERTSEN, BILLIE",NA,NA,NA,NA,NA
"DEEN, MARY",NA,NA,NA,NA,NA
"GHANDI, MONA",NA,NA,NA,NA,NA
"GOLDBERG, CAREN",2691,20,18,32,24
"JACROUX, MICHAEL",NA,NA,NA,NA,NA
"JAMES, LOIS",1032,8,8,8,8
"RICHTER, DONALD",NA,NA,NA,NA,NA
"MANCINI, ROCK",NA,NA,NA,NA,NA
"PEREZ, MARK",NA,NA,NA,NA,NA
"CARPENTER-BOGGS, LYNNE",1994,22,18,29,26
"DURFEE, JASON",NA,NA,NA,NA,NA
"HICKEY, ROBERT",NA,NA,NA,NA,NA
"SMITH, GRANT",NA,NA,NA,NA,NA
"LI, CHARLES",NA,NA,NA,NA,NA
"SHISHANI, KAWKAB",4055,15,13,20,20
"KALCSITS, LEE",252,8,7,5,4
"KUNZ, HANS",NA,NA,NA,NA,NA
"TANNER, BERTRAND",NA,NA,NA,NA,NA
"WARREN, STACY",NA,NA,NA,NA,NA
"DILLON, ROBERT",1569,18,15,21,19
"JONES, KIM",NA,NA,NA,NA,NA
"KIEFER, DEAN",NA,NA,NA,NA,NA
"KING, C",1761,22,15,46,24
"GRENIER-WINTHER, JOAN",NA,NA,NA,NA,NA
"PEDROW, PATRICK",NA,NA,NA,NA,NA
"ZHAO, XINGHUI",NA,NA,NA,NA,NA
"CHUEH, CHIN-MEI",NA,NA,NA,NA,NA
"COLLINS, DOUGLAS",NA,NA,NA,NA,NA
"HANLY, MICHAEL",NA,NA,NA,NA,NA
"WYRICK, JOHN",NA,NA,NA,NA,NA
"LIN, CEN-TSONG",NA,NA,NA,NA,NA
"WARD, LINDA",NA,NA,NA,NA,NA
"CHASE, MATTHEW",NA,NA,NA,NA,NA
"HUGHES, CRAIG",21,2,2,1,0
"PIMOMO, PAULUS",NA,NA,NA,NA,NA
"BROWN, THOMAS",NA,NA,NA,NA,NA
"PETERSEN, NAOMI",53,4,3,3,0
"HENNESSY, JUDITH",NA,NA,NA,NA,NA
"SHIELDS, PETER",503,12,6,16,0
"SOLOVITZ, STEPHEN",NA,NA,NA,NA,NA
"VIXIE, KEVIN",NA,NA,NA,NA,NA
"WANDSCHNEIDER, P",920,15,10,19,10
"WILSON, DALE",NA,NA,NA,NA,NA
"CANADA, DANIEL",NA,NA,NA,NA,NA
"GENTLE, RONALD",NA,NA,NA,NA,NA
"NIEVERGELT, YVES",NA,NA,NA,NA,NA
"FITTSCHEN, URSULA",NA,NA,NA,NA,NA
"OKERE, GEORGE",NA,NA,NA,NA,NA
"RIVERA, DION",NA,NA,NA,NA,NA
"BUSCH, JEREMIAH",1128,17,13,24,21
"MORENO, STELLA",NA,NA,NA,NA,NA
"SHERMAN, JENNIFER",508,9,8,9,8
"VICTOR, PAUL",NA,NA,NA,NA,NA
"COLLINS, BRIAN",3276,18,16,23,20
"KELLEY, JOANNA",7447,19,18,30,28
"MASBERG, BARBARA",NA,NA,NA,NA,NA
"SINEKOPOVA, GALINA",NA,NA,NA,NA,NA
"AMOS, YUKARI",100,4,4,2,2
"BONDADA, BHASKAR",NA,NA,NA,NA,NA
"FORBES, MICHAEL",NA,NA,NA,NA,NA
"LONG, CAROLYN",NA,NA,NA,NA,NA
"PANCHENKO, ALEXANDER",NA,NA,NA,NA,NA
"BARALE, KAREN",NA,NA,NA,NA,NA
"GUNDERSON, DAVID",NA,NA,NA,NA,NA
"LEFKOWITZ, NATALIE",NA,NA,NA,NA,NA
"SVINGEN, ORLAN",NA,NA,NA,NA,NA
"KUBER, PAUL",NA,NA,NA,NA,NA
"PRINGLE, CHARLES",NA,NA,NA,NA,NA
"BANERJEE, SOUMIK",477,13,12,17,15
"ROSS, MOLLY",NA,NA,NA,NA,NA
"SHULTZ, JILL",NA,NA,NA,NA,NA
"SUTTON, MATTHEW",NA,NA,NA,NA,NA
"CLARIDGE, AMY",NA,NA,NA,NA,NA
"MCNEILL, BRIAN",2733,22,13,28,17
"NEW, LESLIE",438,12,11,14,13
"OTT, HAL",NA,NA,NA,NA,NA
"PEDNEAULT, AMELIE",NA,NA,NA,NA,NA
"QUINLAN, ROBERT",2606,25,20,32,26
"TSATSOMEROS, MICHAEL",1128,19,12,34,17
"BLOODSWORTH-LUGO, MARY",NA,NA,NA,NA,NA
"MCGUIRE, ANDREW",261,6,5,5,3
"MCINTYRE, JENIFER",560,12,11,12,11
"WANG, SUSAN",NA,NA,NA,NA,NA
"CHI, TING",436,11,10,13,10
"THOMAS-BRADLEY, CARIN",NA,NA,NA,NA,NA
"BATINA, RAYMOND",NA,NA,NA,NA,NA
"WATTAM, DONALD",NA,NA,NA,NA,NA
"KALANTARI, SALEH",NA,NA,NA,NA,NA
"PEABODY, SUSAN",718,10,7,10,6
"WINUTHAYANON, WIPAWEE",347,8,8,8,8
"DEVETTER, LISA",NA,NA,NA,NA,NA
"HODGMAN, LAURA",NA,NA,NA,NA,NA
"ZHANG, XUECHEN",410,10,9,10,9
"HINDMAN, ELIZABETH",NA,NA,NA,NA,NA
"ORR, LEONARD",NA,NA,NA,NA,NA
"HASELTINE, CYNTHIA",565,11,8,11,7
"RAHMANI, AYAD",NA,NA,NA,NA,NA
"HOUGAN, ERIC",1,1,1,0,0
"ZOBRIST, KEVIN",NA,NA,NA,NA,NA
"ASKMAN, THOMAS",NA,NA,NA,NA,NA
"CALAHAN, SCOTT",NA,NA,NA,NA,NA
"ESSER, AARON",NA,NA,NA,NA,NA
"HERR, CHARLES",NA,NA,NA,NA,NA
"TANAKA, KIWAMU",1437,17,17,18,18
"RAUBESON, LINDA",NA,NA,NA,NA,NA
"COTTAM, MARTHA",NA,NA,NA,NA,NA
"ERICSSON, PATRICIA",229,6,4,3,3
"SCHWABL, HUBERTUS",NA,NA,NA,NA,NA
"AMIRI, ACHOUR",NA,NA,NA,NA,NA
"SMITH, BRET",NA,NA,NA,NA,NA
"HEBERT, VINCENT",NA,NA,NA,NA,NA
"MOFFETT, KEVAN",313,9,8,9,7
"BACH, GLEN",NA,NA,NA,NA,NA
"BUMPUS, MATTHEW",NA,NA,NA,NA,NA
"MCDONALD, JUDITH",NA,NA,NA,NA,NA
"ALKIRE, TERRY",NA,NA,NA,NA,NA
"MACKELPRANG, ROMEL",NA,NA,NA,NA,NA
"SUN, LIXING",NA,NA,NA,NA,NA
"SALAMONE, MICHAEL",41,2,2,2,2
"VASAVADA, ANITA",NA,NA,NA,NA,NA
"BORAH, PORISMITA",905,11,11,13,11
"KENNEY, GARRETT",NA,NA,NA,NA,NA
"LIN, DAVID",3,1,1,0,0
"MCCOLLUM, LINDA",NA,NA,NA,NA,NA
"SUTPHIN, CHRISTINE",NA,NA,NA,NA,NA
"TRAGESSER, SARAH",NA,NA,NA,NA,NA
"KNODLER, LEIGH",NA,NA,NA,NA,NA
"YOUNGS, JOHN",NA,NA,NA,NA,NA
"DABERKOW, DAVID",NA,NA,NA,NA,NA
"LINDHOLDT, PAUL",46,3,2,1,0
"MAGEO, JEANNETTE-MARIE",NA,NA,NA,NA,NA
"MOORE, BARRY",NA,NA,NA,NA,NA
"FALES, JESSICA",NA,NA,NA,NA,NA
"PIMENTEL, JANE",NA,NA,NA,NA,NA
"XU, BOJIAN",295,9,8,9,6
"ARANGO, CLAY",NA,NA,NA,NA,NA
"GENZ, ALAN",5199,28,18,50,26
"GOODENBERGER, MARK",NA,NA,NA,NA,NA
"TEAGUE, BRUCE",NA,NA,NA,NA,NA
"SLOAN, TERESA",NA,NA,NA,NA,NA
"STEHR, STEVEN",NA,NA,NA,NA,NA
"HOWELL, CHRISTOPHER",NA,NA,NA,NA,NA
"COLORAFI, KAREN",146,4,4,3,3
"GRANATSTEIN, DAVID",NA,NA,NA,NA,NA
"GRAY, LORETTA",NA,NA,NA,NA,NA
"POTTS, DONNA",NA,NA,NA,NA,NA
"BUTTERFIELD, CAROL",NA,NA,NA,NA,NA
"SOLIDAY, ELIZABETH",NA,NA,NA,NA,NA
"WALSH, MEGAN",NA,NA,NA,NA,NA
"ABSHIRE, DEMETRIUS",NA,NA,NA,NA,NA
"WANG, KUNG-CHI",NA,NA,NA,NA,NA
"BUNTING, DAVID",NA,NA,NA,NA,NA
"CHILSON, PETER",NA,NA,NA,NA,NA
"DAVENDRA, DONALD",NA,NA,NA,NA,NA
"LADD, BENJAMIN",147,6,6,4,4
"NABITY, PAUL",NA,NA,NA,NA,NA
"BELOFSKY, GIL",NA,NA,NA,NA,NA
"LI, LEI",1126,18,17,29,26
"SHEERAN, LORI",NA,NA,NA,NA,NA
"GARTSTEIN, MARIA",NA,NA,NA,NA,NA
"HER, CHENGTAO",NA,NA,NA,NA,NA
"SHAW, MICHELE",NA,NA,NA,NA,NA
"PANKSEPP, JAAK",46940,106,67,371,231
"WHITE, NATHAN",8,1,1,0,0
"BUCCIFERRO, JUSTIN",NA,NA,NA,NA,NA
"TAO, HAIYING",NA,NA,NA,NA,NA
"WEISER, MARTIN",NA,NA,NA,NA,NA
"MCCAIN, TERRENCE",NA,NA,NA,NA,NA
"BANKS, SUSAN",NA,NA,NA,NA,NA
"KWON, PAUL",1969,21,16,27,18
"VOULGARAKIS, NIKOLAOS",597,14,10,16,10
"BENDER, SARA",NA,NA,NA,NA,NA
"BONNER, JULIE",NA,NA,NA,NA,NA
"ANDERSON, ANSEL",NA,NA,NA,NA,NA
"HENDERSON, STEPHEN",471,9,7,7,5
"MARTIN, WILLIAM",325,5,5,5,5
"THIEL, CHASE",NA,NA,NA,NA,NA
"VANDER LINDEN, DARL",NA,NA,NA,NA,NA
"XU, JUN",NA,NA,NA,NA,NA
"JAMES, DAVID",NA,NA,NA,NA,NA
"MARSHALL, JOHN",NA,NA,NA,NA,NA
"RIEFFER-FLANAGAN, BARBARA",NA,NA,NA,NA,NA
"BAILEY, LORI",NA,NA,NA,NA,NA
"MANZO-ROBLEDO, F",NA,NA,NA,NA,NA
"OSTROM, MARCIA",NA,NA,NA,NA,NA
"REIMUND, MARY",NA,NA,NA,NA,NA
"CROFOOT, THOMAS",NA,NA,NA,NA,NA
"SWANSON, MARK",1140,14,13,17,17
"KUZYK, PATRICIA",NA,NA,NA,NA,NA
"STRYKER, GABRIELLE",NA,NA,NA,NA,NA
"BAUMAN, STEPHANIE",NA,NA,NA,NA,NA
"DAVIS, JON",NA,NA,NA,NA,NA
"MCLAUGHLIN, RYAN",1263,15,15,16,15
"MOORE, STEPHEN",NA,NA,NA,NA,NA
"PENDRY, PATRICIA",NA,NA,NA,NA,NA
"BENNY, PAUL",NA,NA,NA,NA,NA
"CRESPI, ERICA",1458,19,15,23,22
"MEEHAN, COURTNEY",NA,NA,NA,NA,NA
"PETERS, JOANN",NA,NA,NA,NA,NA
"MANWELLER, MATHEW",NA,NA,NA,NA,NA
"POULSON, MARY",NA,NA,NA,NA,NA
"REEVES, LAVONA",NA,NA,NA,NA,NA
"AMELI, ABOUTALEB",NA,NA,NA,NA,NA
"CAMPBELL, DONNA",556,11,6,14,4
"WOHLEB, CARRIE",NA,NA,NA,NA,NA
"SANGUINET, KAREN",1333,11,10,11,11
"TESTER, GRIFF",NA,NA,NA,NA,NA
"KELLEY, JANE",87,5,5,4,1
"KLYUKANOV, IGOR",NA,NA,NA,NA,NA
"GAYLORD, DAVID",NA,NA,NA,NA,NA
"YASMIN, SHAMIMA",18,2,2,0,0
"BEERMAN, KATHY",NA,NA,NA,NA,NA
"CHRISTEL, DEBORAH",23,3,3,0,0
"GREENWALD, RALF",NA,NA,NA,NA,NA
"KAYTES, JOLIE",NA,NA,NA,NA,NA
"NORRIS, LISA",NA,NA,NA,NA,NA
"BROOKS, LI",NA,NA,NA,NA,NA
"INGLEBRET, ELLA",NA,NA,NA,NA,NA
"SANCHEZ, MICHAEL",NA,NA,NA,NA,NA
"BAI, JINHUI",163,7,5,5,4
"CARRAWAY, CANDIS",NA,NA,NA,NA,NA
"DORMADY, JASON",NA,NA,NA,NA,NA
"LEE, DEBBIE",555,10,6,11,4
"MICHAELIS, MATTHEW",NA,NA,NA,NA,NA
"WELSH, JOSHUA",NA,NA,NA,NA,NA
"KASSELIS, NATHALIE",NA,NA,NA,NA,NA
"LILLQUIST, KARL",NA,NA,NA,NA,NA
"OTTO, JUSTIN",NA,NA,NA,NA,NA
"SCHMIDT, JANET",NA,NA,NA,NA,NA
"SKUZA, NATHAN",NA,NA,NA,NA,NA
"DIVINE, TERESA",NA,NA,NA,NA,NA
"GREENE, LOGAN",NA,NA,NA,NA,NA
"RAYAPATI, NAIDU",NA,NA,NA,NA,NA
"SIMMONS, ROBERT",NA,NA,NA,NA,NA
"WOODWARD, SHEILA",NA,NA,NA,NA,NA
"ADAMS-PROGAR, AMBER",NA,NA,NA,NA,NA
